image_id,split,basin,source,centroid_lat,centroid_lon,extent_image,annotations_latlon,annotations_image
341,train,denver,label_crowdsource,40.363779994159486,-102.45665,"POLYGON ((-102.45781459030856 40.36289263705482, -102.45548540969142 40.36289263705482, -102.45548540969142 40.364667351264146, -102.45781459030856 40.364667351264146, -102.45781459030856 40.36289263705482))",[],[]
342,train,denver,label_crowdsource,40.36747999415935,-104.6574,"POLYGON ((-104.65856459030857 40.36659268576281, -104.65623540969143 40.36659268576281, -104.65623540969143 40.3683673025559, -104.65856459030857 40.3683673025559, -104.65856459030857 40.36659268576281))",[],[]
343,train,denver,label_crowdsource,40.37585999415907,-102.31136999999995,"POLYGON ((-102.31253459030854 40.37497279609351, -102.31020540969143 40.37497279609351, -102.31020540969143 40.376747192224634, -102.31253459030854 40.376747192224634, -102.31253459030854 40.37497279609351))",[],[]
344,train,denver,label_crowdsource,40.37624499415906,-104.525424,"POLYGON ((-104.52658859030855 40.37535780116285, -104.52425940969141 40.37535780116285, -104.52425940969141 40.37713218715526, -104.52658859030855 40.37713218715526, -104.52658859030855 40.37535780116285))","[{'bbox': 'POLYGON ((-104.5246598308989263 40.3767543316259108, -104.5246598308989263 40.3767108411297713, -104.5247190346665320 40.3767108411297713, -104.5247190346665320 40.3767543316259108, -104.5246598308989263 40.3767543316259108))'}, {'bbox': 'POLYGON ((-104.5247097179440630 40.3767221056080601, -104.5247097179440630 40.3766783026291733, -104.5247710619629089 40.3766783026291733, -104.5247710619629089 40.3767221056080601, -104.5247097179440630 40.3767221056080601))'}, {'bbox': 'POLYGON ((-104.5247632828007198 40.3766909565051506, -104.5247632828007198 40.3766461390011244, -104.5248199658266088 40.3766461390011244, -104.5248199658266088 40.3766909565051506, -104.5247632828007198 40.3766909565051506))'}, {'bbox': 'POLYGON ((-104.5248153074653743 40.3766577782543337, -104.5248153074653743 40.3766149476457201, -104.5248746503814914 40.3766149476457201, -104.5248746503814914 40.3766577782543337, -104.5248153074653743 40.3766577782543337))'}, {'bbox': 'POLYGON ((-104.5248682909735436 40.3766252542839013, -104.5248682909735436 40.3765829293477125, -104.5249240025608373 40.3765829293477125, -104.5249240025608373 40.3766252542839013, -104.5248682909735436 40.3766252542839013))'}, {'bbox': 'POLYGON ((-104.5249146882418643 40.3766720297212274, -104.5249146882418643 40.3766286381782606, -104.5249725387859598 40.3766286381782606, -104.5249725387859598 40.3766720297212274, -104.5249146882418643 40.3766720297212274))'}, {'bbox': 'POLYGON ((-104.5248541271423193 40.3767033277758856, -104.5248541271423193 40.3766597386549080, -104.5249193441996027 40.3766597386549080, -104.5249193441996027 40.3767033277758856, -104.5248541271423193 40.3767033277758856))'}, {'bbox': 'POLYGON ((-104.5248102383185795 40.3767352773969534, -104.5248102383185795 40.3766886709098785, -104.5248681022260229 40.3766886709098785, -104.5248681022260229 40.3767352773969534, -104.5248102383185795 40.3767352773969534))'}, {'bbox': 'POLYGON ((-104.5247581790371498 40.3767673659852235, -104.5247581790371498 40.3767232280298316, -104.5248153074653743 40.3767232280298316, -104.5248153074653743 40.3767673659852235, -104.5247581790371498 40.3767673659852235))'}, {'bbox': 'POLYGON ((-104.5247076407025162 40.3767989014754676, -104.5247076407025162 40.3767558560823261, -104.5247640654917944 40.3767558560823261, -104.5247640654917944 40.3767989014754676, -104.5247076407025162 40.3767989014754676))'}]","[{'bbox': [410.9653333333333, 109.03040931010567, 423.9794932422643, 121.57961456732194], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [399.5287038381485, 118.3292435053906, 413.0133333333333, 130.96861581986414], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [388.77866666666665, 127.31733333333334, 401.2387176561342, 140.24944740505674], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [376.7579191559945, 136.89093484472434, 389.80266666666665, 149.24972921165377], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [365.90933333333334, 146.27574341046255, 378.1558428926231, 158.4886257369758], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [355.24011039662236, 132.77866666666668, 367.95680499580516, 145.2993189338968], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [366.93333333333334, 123.74759673449017, 381.26933333333335, 136.32526023967318], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [378.19733333333335, 114.52851697617979, 390.91696546210176, 127.97684303619516], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [389.80266666666665, 105.26933815852775, 402.36062590329044, 118.00536811980002], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [401.06666666666666, 96.16975606459187, 413.46995213919587, 108.59052662056405], 'bbox_mode': 0, 'category_id': 0}]"
345,train,denver,label_crowdsource,40.378329994159,-102.2405,"POLYGON ((-102.24166459030855 40.37744282861704, -102.23933540969142 40.37744282861704, -102.23933540969142 40.37921715970094, -102.24166459030855 40.37921715970094, -102.24166459030855 40.37744282861704))",[],[]
346,train,denver,label_crowdsource,40.38385999415881,-104.61087000000002,"POLYGON ((-104.61203459030857 40.382972901438855, -104.60970540969144 40.382972901438855, -104.60970540969144 40.38474708687877, -104.61203459030857 40.38474708687877, -104.61203459030857 40.382972901438855))","[{'bbox': 'POLYGON ((-104.6105330452040647 40.3845270878842157, -104.6105330452040647 40.3844927869657155, -104.6105827343905617 40.3844927869657155, -104.6105827343905617 40.3845270878842157, -104.6105330452040647 40.3845270878842157))'}, {'bbox': 'POLYGON ((-104.6105898600190045 40.3845294178562071, -104.6105898600190045 40.3844951169376998, -104.6106395492055015 40.3844951169376998, -104.6106395492055015 40.3845294178562071, -104.6105898600190045 40.3845294178562071))'}, {'bbox': 'POLYGON ((-104.6105926731187452 40.3843938880751807, -104.6105926731187452 40.3843595871566734, -104.6106423623052422 40.3843595871566734, -104.6106423623052422 40.3843938880751807, -104.6105926731187452 40.3843938880751807))'}, {'bbox': 'POLYGON ((-104.6105385217544352 40.3843938880751807, -104.6105385217544352 40.3843595871566734, -104.6105882109409322 40.3843595871566734, -104.6105882109409322 40.3843938880751807, -104.6105385217544352 40.3843938880751807))'}, {'bbox': 'POLYGON ((-104.6105940796686156 40.3843462116422387, -104.6105940796686156 40.3843119107237314, -104.6106437688551125 40.3843119107237314, -104.6106437688551125 40.3843462116422387, -104.6105940796686156 40.3843462116422387))'}, {'bbox': 'POLYGON ((-104.6105410380973950 40.3843462116061431, -104.6105410380973950 40.3843119106876358, -104.6105868044858340 40.3843119106876358, -104.6105868044858340 40.3843462116061431, -104.6105410380973950 40.3843462116061431))'}, {'bbox': 'POLYGON ((-104.6105914152822436 40.3844812056879832, -104.6105914152822436 40.3844469047694830, -104.6106388458831873 40.3844469047694830, -104.6106388458831873 40.3844812056879832, -104.6105914152822436 40.3844812056879832))'}, {'bbox': 'POLYGON ((-104.6105366567209245 40.3844822092144540, -104.6105366567209245 40.3844442253023743, -104.6105832880637792 40.3844442253023743, -104.6105832880637792 40.3844822092144540, -104.6105366567209245 40.3844822092144540))'}]","[{'bbox': [319.14666666666665, 63.488, 330.0693333333333, 73.38666666666667], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [306.65764583333333, 62.815609375, 317.5803125, 72.71427604166666], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [306.0392708333333, 101.92721875, 316.9619375, 111.82588541666667], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [317.9428125, 101.92721875, 328.86547916666666, 111.82588541666667], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [305.7300833333333, 115.68583333333333, 316.65275, 125.5845], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [318.2519791666667, 115.68584375, 328.3123371794929, 125.58451041666667], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [306.81225, 76.728828125, 317.2384348594677, 86.62749479166668], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [319.02495833333336, 76.43922730788026, 329.2754504454984, 87.40074381462864], 'bbox_mode': 0, 'category_id': 0}]"
347,train,denver,label_crowdsource,40.38913999415862,-104.48372,"POLYGON ((-104.48488459030857 40.38825297097625, -104.48255540969144 40.38825297097625, -104.48255540969144 40.390027017341005, -104.48488459030857 40.390027017341005, -104.48488459030857 40.38825297097625))",[],[]
348,test,denver,label_crowdsource,40.39188999415855,-104.87544,"POLYGON ((-104.87660459030856 40.39100300719664, -104.87427540969142 40.39100300719664, -104.87427540969142 40.39277698112045, -104.87660459030856 40.39277698112045, -104.87660459030856 40.39100300719664))","[{'bbox': 'POLYGON ((-104.8763200228307682 40.3926830986250067, -104.8763200228307682 40.3926497125871720, -104.8763667585272970 40.3926497125871720, -104.8763667585272970 40.3926830986250067, -104.8763200228307682 40.3926830986250067))'}, {'bbox': 'POLYGON ((-104.8765578546120310 40.3921935075914362, -104.8765578546120310 40.3921601215535944, -104.8766045903085598 40.3921601215535944, -104.8766045903085598 40.3921935075914362, -104.8765578546120310 40.3921935075914362))'}, {'bbox': 'POLYGON ((-104.8765051521702532 40.3921922080775744, -104.8765051521702532 40.3921588220397396, -104.8765491387078015 40.3921588220397396, -104.8765491387078015 40.3921922080775744, -104.8765051521702532 40.3921922080775744))'}]","[{'bbox': [52.2801328125, 27.096135416666666, 62.553563926632435, 36.731931717499435], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [0.0, 168.40069791666667, 10.273431114132439, 178.03649421749944], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [12.189359375, 168.77576041666666, 21.85847092955558, 178.41155671749942], 'bbox_mode': 0, 'category_id': 0}]"
349,train,denver,label_crowdsource,40.3965399941584,-104.58041,"POLYGON ((-104.58157459030855 40.39565306844665, -104.57924540969144 40.39565306844665, -104.57924540969144 40.39742691987012, -104.58157459030855 40.39742691987012, -104.58157459030855 40.39565306844665))","[{'bbox': 'POLYGON ((-104.5792609960042654 40.3971386990330075, -104.5792609960042654 40.3970946183701258, -104.5793199434711909 40.3970946183701258, -104.5793199434711909 40.3971386990330075, -104.5792609960042654 40.3971386990330075))'}, {'bbox': 'POLYGON ((-104.5793385769161290 40.3971433866537026, -104.5793385769161290 40.3970981660729720, -104.5793951274894908 40.3970981660729720, -104.5793951274894908 40.3971433866537026, -104.5793385769161290 40.3971433866537026))'}, {'bbox': 'POLYGON ((-104.5793440231615961 40.3970923152443859, -104.5793440231615961 40.3970473156654961, -104.5794002501430953 40.3970473156654961, -104.5794002501430953 40.3970923152443859, -104.5793440231615961 40.3970923152443859))'}, {'bbox': 'POLYGON ((-104.5792687014976110 40.3970875229644264, -104.5792687014976110 40.3970437679626500, -104.5793246018324254 40.3970437679626500, -104.5793246018324254 40.3970875229644264, -104.5792687014976110 40.3970875229644264))'}, {'bbox': 'POLYGON ((-104.5792749126459285 40.3970366725569576, -104.5792749126459285 40.3969929175551812, -104.5793308129807286 40.3969929175551812, -104.5793308129807286 40.3970366725569576, -104.5792749126459285 40.3970366725569576))'}, {'bbox': 'POLYGON ((-104.5793509992127497 40.3970414028274192, -104.5793509992127497 40.3969976478256427, -104.5794053467604812 40.3969976478256427, -104.5794053467604812 40.3970414028274192, -104.5793509992127497 40.3970414028274192))'}, {'bbox': 'POLYGON ((-104.5793556575739842 40.3969917349875658, -104.5793556575739842 40.3969456148505515, -104.5794115579087986 40.3969456148505515, -104.5794115579087986 40.3969917349875658, -104.5793556575739842 40.3969917349875658))'}, {'bbox': 'POLYGON ((-104.5792811237942317 40.3969858221494817, -104.5792811237942317 40.3969432497153207, -104.5793385769161290 40.3969432497153207, -104.5793385769161290 40.3969858221494817, -104.5792811237942317 40.3969858221494817))'}, {'bbox': 'POLYGON ((-104.5792865922189065 40.3969350079412521, -104.5792865922189065 40.3968900341726140, -104.5793432352773635 40.3968900341726140, -104.5793432352773635 40.3969350079412521, -104.5792865922189065 40.3969350079412521))'}, {'bbox': 'POLYGON ((-104.5793618687222875 40.3969399861413407, -104.5793618687222875 40.3968971295783135, -104.5794169748384945 40.3968971295783135, -104.5794169748384945 40.3969399861413407, -104.5793618687222875 40.3969399861413407))'}, {'bbox': 'POLYGON ((-104.5793797733911106 40.3968789240271420, -104.5793797733911106 40.3968368186299145, -104.5794379552891229 40.3968368186299145, -104.5794379552891229 40.3968789240271420, -104.5793797733911106 40.3968789240271420))'}, {'bbox': 'POLYGON ((-104.5792997572391698 40.3968734782259986, -104.5792997572391698 40.3968297232242151, -104.5793572103610529 40.3968297232242151, -104.5793572103610529 40.3968734782259986, -104.5792997572391698 40.3968734782259986))'}]","[{'bbox': [495.616, 83.19133533327573, 508.5738199477192, 95.91466666666668], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [479.0890646946012, 81.83831232084395, 491.52, 94.89066666666666], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [477.9630040412314, 96.57943507002001, 490.3228074502322, 109.568], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [494.592, 97.96266666666666, 506.88, 110.592], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [493.2266666666667, 112.64, 505.5146666666667, 125.26933333333334], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [476.8426666666667, 111.27466666666666, 488.78933333333333, 123.904], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [475.4773333333333, 125.61066666666666, 487.76533333333333, 138.92266666666666], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [491.52, 127.31733333333334, 504.1493333333333, 139.60533333333333], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [490.496, 141.98421820921922, 502.9472653548569, 154.96533333333332], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [474.2865849704062, 140.5473230948529, 486.4, 152.91733333333335], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [469.67466666666667, 158.17213769591038, 482.464199414718, 170.32533333333333], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [487.424, 159.744, 500.0533333333333, 172.37333333333333], 'bbox_mode': 0, 'category_id': 0}]"
350,train,denver,label_crowdsource,40.41010999415794,-104.94119,"POLYGON ((-104.94235459030858 40.40922324722474, -104.94002540969144 40.40922324722474, -104.94002540969144 40.410996741091154, -104.94235459030858 40.410996741091154, -104.94235459030858 40.40922324722474))","[{'bbox': 'POLYGON ((-104.9414995542261551 40.4102074894621666, -104.9414995542261551 40.4101632554195191, -104.9415559671217153 40.4101632554195191, -104.9415559671217153 40.4102074894621666, -104.9414995542261551 40.4102074894621666))'}, {'bbox': 'POLYGON ((-104.9415779440482339 40.4102121993191830, -104.9415779440482339 40.4101665771307452, -104.9416355908561371 40.4101665771307452, -104.9416355908561371 40.4102121993191830, -104.9415779440482339 40.4102121993191830))'}, {'bbox': 'POLYGON ((-104.9415795962468110 40.4101601413279141, -104.9415795962468110 40.4101164845062826, -104.9416370071098470 40.4101164845062826, -104.9416370071098470 40.4101601413279141, -104.9415795962468110 40.4101601413279141))'}, {'bbox': 'POLYGON ((-104.9415011642887237 40.4101570399384684, -104.9415011642887237 40.4101120690735485, -104.9415586078935405 40.4101120690735485, -104.9415586078935405 40.4101570399384684, -104.9415011642887237 40.4101570399384684))'}]","[{'bbox': [175.55318323939122, 227.85352782668343, 187.9538542354075, 240.62370440493828], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [158.050310457422, 226.4938125, 170.72221980959634, 239.6647407576582], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [157.73898986015948, 241.52272916666666, 170.35903386191393, 254.1262645384816], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [174.97268932442302, 242.4180868707721, 187.59993061678747, 255.40098084949318], 'bbox_mode': 0, 'category_id': 0}]"
351,train,denver,label_crowdsource,40.424580994157466,-104.833509,"POLYGON ((-104.83467359030857 40.42369443792785, -104.83234440969143 40.42369443792785, -104.83234440969143 40.425467550387076, -104.83467359030857 40.425467550387076, -104.83467359030857 40.42369443792785))",[],[]
352,valid,denver,label_crowdsource,40.45306699415653,-104.578464,"POLYGON ((-104.57962859030856 40.45218081349, -104.57729940969142 40.45218081349, -104.57729940969142 40.453953174823056, -104.57962859030856 40.453953174823056, -104.57962859030856 40.45218081349))",[],[]
353,test,denver,label_crowdsource,40.46231999415623,-104.59538,"POLYGON ((-104.59654459030857 40.461433935529584, -104.59421540969143 40.461433935529584, -104.59421540969143 40.46320605278288, -104.59654459030857 40.46320605278288, -104.59654459030857 40.461433935529584))",[],[]
354,train,denver,label_crowdsource,40.49695999415512,-104.54982,"POLYGON ((-104.55098459030856 40.496074392608314, -104.54865540969143 40.496074392608314, -104.54865540969143 40.49784559570192, -104.55098459030856 40.49784559570192, -104.55098459030856 40.496074392608314))","[{'bbox': 'POLYGON ((-104.5506802440412599 40.4967533537941975, -104.5506802440412599 40.4967204283057285, -104.5507250031826629 40.4967204283057285, -104.5507250031826629 40.4967533537941975, -104.5506802440412599 40.4967533537941975))'}, {'bbox': 'POLYGON ((-104.5506864551895632 40.4967805122416280, -104.5506864551895632 40.4967557153983222, -104.5507191703840562 40.4967557153983222, -104.5507191703840562 40.4967805122416280, -104.5506864551895632 40.4967805122416280))'}, {'bbox': 'POLYGON ((-104.5507213663331072 40.4967819825110595, -104.5507213663331072 40.4967486305859481, -104.5507656473305502 40.4967486305859481, -104.5507656473305502 40.4967819825110595, -104.5507213663331072 40.4967819825110595))'}, {'bbox': 'POLYGON ((-104.5507237992457732 40.4968076706890656, -104.5507237992457732 40.4967840546478186, -104.5507577754655415 40.4967840546478186, -104.5507577754655415 40.4968076706890656, -104.5507237992457732 40.4968076706890656))'}]","[{'bbox': [57.062388154359994, 315.73333333333335, 66.90133333333334, 325.25107308599735], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [58.34455273530359, 307.8826666666667, 65.536, 315.0506666666667], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [48.128, 307.4576572765786, 57.861839671398045, 317.09866666666665], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [49.85839173358708, 300.032, 57.327037313206624, 306.85866666666664], 'bbox_mode': 0, 'category_id': 0}]"
355,train,denver,label_crowdsource,40.519323994154384,-104.356253,"POLYGON ((-104.35741759030857 40.51843868787579, -104.35508840969143 40.51843868787579, -104.35508840969143 40.520209300432974, -104.35741759030857 40.520209300432974, -104.35741759030857 40.51843868787579))",[],[]
356,valid,denver,label_crowdsource,40.55151899415336,-104.62891,"POLYGON ((-104.63007459030857 40.55063411317688, -104.62774540969144 40.55063411317688, -104.62774540969144 40.55240387512983, -104.63007459030857 40.55240387512983, -104.63007459030857 40.55063411317688))",[],[]
357,train,denver,label_crowdsource,40.669727994149625,-105.044624,"POLYGON ((-105.04578859030856 40.66884467713184, -105.04345940969144 40.66884467713184, -105.04345940969144 40.67061131116742, -105.04578859030856 40.67061131116742, -105.04578859030856 40.66884467713184))",[],[]
358,train,denver,label_crowdsource,40.67102999414959,-102.18714,"POLYGON ((-102.18830459030856 40.6701466943788, -102.18597540969144 40.6701466943788, -102.18597540969144 40.671913293920376, -102.18830459030856 40.671913293920376, -102.18830459030856 40.6701466943788))","[{'bbox': 'POLYGON ((-102.1871120498325922 40.6708427345981818, -102.1871120498325922 40.6708215354036824, -102.1871399999999994 40.6708215354036824, -102.1871399999999994 40.6708427345981818, -102.1871120498325922 40.6708427345981818))'}]","[{'bbox': [256.0, 310.272, 262.144, 316.416], 'bbox_mode': 0, 'category_id': 0}]"
359,train,denver,label_crowdsource,40.68310799414921,-103.97286699999998,"POLYGON ((-103.97403159030856 40.68222485439188, -103.97170240969143 40.68222485439188, -103.97170240969143 40.68399113390654, -103.97403159030856 40.68399113390654, -103.97403159030856 40.68222485439188))","[{'bbox': 'POLYGON ((-103.9722334628721399 40.6839028199308075, -103.9722334628721399 40.6838710268995385, -103.9722753881232507 40.6838710268995385, -103.9722753881232507 40.6839028199308075, -103.9722334628721399 40.6839028199308075))'}, {'bbox': 'POLYGON ((-103.9722847048457197 40.6839063524898350, -103.9722847048457197 40.6838745594585731, -103.9723266300968163 40.6838745594585731, -103.9723266300968163 40.6839063524898350, -103.9722847048457197 40.6839063524898350))'}, {'bbox': 'POLYGON ((-103.9723406051805199 40.6839063524898350, -103.9723406051805199 40.6838745594585731, -103.9723825304316307 40.6838745594585731, -103.9723825304316307 40.6839063524898350, -103.9723406051805199 40.6839063524898350))'}, {'bbox': 'POLYGON ((-103.9723965055153343 40.6839063524898350, -103.9723965055153343 40.6838745594585731, -103.9724384307664451 40.6838745594585731, -103.9724384307664451 40.6839063524898350, -103.9723965055153343 40.6839063524898350))'}, {'bbox': 'POLYGON ((-103.9724477474889142 40.6839098850488625, -103.9724477474889142 40.6838780920176006, -103.9724896727400250 40.6838780920176006, -103.9724896727400250 40.6839098850488625, -103.9724477474889142 40.6839098850488625))'}, {'bbox': 'POLYGON ((-103.9725036478237286 40.6839098850488625, -103.9725036478237286 40.6838780920176006, -103.9725455730748251 40.6838780920176006, -103.9725455730748251 40.6839098850488625, -103.9725036478237286 40.6839098850488625))'}]","[{'bbox': [386.048, 25.6, 395.264, 34.816], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [374.784, 24.576, 384.0, 33.792], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [362.496, 24.576, 371.712, 33.792], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [350.208, 24.576, 359.42400000000004, 33.792], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [338.944, 23.552, 348.16, 32.768], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [326.656, 23.552, 335.872, 32.768], 'bbox_mode': 0, 'category_id': 0}]"
360,train,denver,label_crowdsource,40.690388994149,-102.17861100000002,"POLYGON ((-102.17977559030857 40.689505950871805, -102.17744640969144 40.689505950871805, -102.17744640969144 40.69127203742618, -102.17977559030857 40.69127203742618, -102.17977559030857 40.689505950871805))",[],[]
361,train,denver,label_crowdsource,40.83012299414473,-103.872931,"POLYGON ((-103.87409559030856 40.82924180523628, -103.87176640969142 40.82924180523628, -103.87176640969142 40.83100418305318, -103.87409559030856 40.83100418305318, -103.87409559030856 40.82924180523628))",[],[]
362,train,denver,label_crowdsource,41.091894794137126,-103.0689299,"POLYGON ((-103.07009449030856 41.09101709322257, -103.06776530969144 41.09101709322257, -103.06776530969144 41.09277249505169, -103.07009449030856 41.09277249505169, -103.07009449030856 41.09101709322257))",[],[]
363,train,denver,label_crowdsource,41.180047694134686,-102.2870237,"POLYGON ((-102.28818829030857 41.17917117194595, -102.28585910969144 41.17917117194595, -102.28585910969144 41.18092421632342, -102.28818829030857 41.18092421632342, -102.28818829030857 41.17917117194595))",[],[]
364,train,denver,label_crowdsource,41.406079494128655,-102.9916623,"POLYGON ((-102.99282689030856 41.40520600377086, -102.99049770969144 41.40520600377086, -102.99049770969144 41.406952984486466, -102.99282689030856 41.406952984486466, -102.99282689030856 41.40520600377086))",[],[]
365,train,permian,label_crowdsource,30.4077613948334,-101.9465457,"POLYGON ((-101.94771029030856 30.40675699961321, -101.94538110969143 30.40675699961321, -101.94538110969143 30.40876579005358, -101.94771029030856 30.40876579005358, -101.94771029030856 30.40675699961321))","[{'bbox': 'POLYGON ((-101.9462640289822986 30.4075245749260397, -101.9462640289822986 30.4074880130443859, -101.9463053402708539 30.4074880130443859, -101.9463053402708539 30.4075245749260397, -101.9462640289822986 30.4075245749260397))'}, {'bbox': 'POLYGON ((-101.9463006946639467 30.4074997522489348, -101.9463006946639467 30.4074650720019086, -101.9463381319381057 30.4074650720019086, -101.9463381319381057 30.4074997522489348, -101.9463006946639467 30.4074997522489348))'}]","[{'bbox': [308.83582578822273, 316.36059816350036, 317.916864669009, 325.6794813239023], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [301.6275682986294, 322.6873958333333, 309.85702213602167, 331.52668843483366], 'bbox_mode': 0, 'category_id': 0}]"
366,train,permian,label_crowdsource,30.43305719483085,-101.0446752,"POLYGON ((-101.04583979030858 30.43205305995134, -101.04351060969144 30.43205305995134, -101.04351060969144 30.43406132971036, -101.04583979030858 30.43406132971036, -101.04583979030858 30.43205305995134))",[],[]
367,train,permian,label_crowdsource,30.56065809481808,-101.3733369,"POLYGON ((-101.37450149030855 30.5596552761711, -101.37217230969144 30.5596552761711, -101.37217230969144 30.561660913465044, -101.37450149030855 30.561660913465044, -101.37450149030855 30.5596552761711))",[],[]
368,test,permian,label_crowdsource,30.596937994814457,-101.1330479,"POLYGON ((-101.13421249030856 30.595935551311374, -101.13188330969143 30.595935551311374, -101.13188330969143 30.59794043831754, -101.13421249030856 30.59794043831754, -101.13421249030856 30.595935551311374))",[],[]
369,valid,permian,label_crowdsource,30.69432709480479,-100.68016289999996,"POLYGON ((-100.68132749030855 30.69332566031826, -100.67899830969141 30.69332566031826, -100.67899830969141 30.69532852929132, -100.68132749030855 30.69532852929132, -100.68132749030855 30.69332566031826))",[],[]
370,valid,permian,label_crowdsource,30.73619279480066,-100.94392819999996,"POLYGON ((-100.94509279030855 30.735191794960343, -100.94276360969143 30.735191794960343, -100.94276360969143 30.737193794640987, -100.94509279030855 30.737193794640987, -100.94509279030855 30.735191794960343))","[{'bbox': 'POLYGON ((-100.9436968347253583 30.7356802828824200, -100.9436968347253583 30.7356495855539826, -100.9437309960410687 30.7356495855539826, -100.9437309960410687 30.7356802828824200, -100.9436968347253583 30.7356802828824200))'}]","[{'bbox': [299.34933333333333, 387.072, 306.8586666666667, 394.92266666666666], 'bbox_mode': 0, 'category_id': 0}]"
371,train,permian,label_crowdsource,30.80239059479414,-101.0300348,"POLYGON ((-101.03119939030857 30.801390283304404, -101.02887020969143 30.801390283304404, -101.02887020969143 30.80339090628388, -101.03119939030857 30.80339090628388, -101.03119939030857 30.801390283304404))","[{'bbox': 'POLYGON ((-101.0296434976563233 30.8028227293577075, -101.0296434976563233 30.8027947206359975, -101.0296761061849651 30.8027947206359975, -101.0296761061849651 30.8028227293577075, -101.0296434976563233 30.8028227293577075))'}]","[{'bbox': [334.848, 145.40800000000002, 342.016, 152.576], 'bbox_mode': 0, 'category_id': 0}]"
372,train,permian,label_crowdsource,30.8833234947862,-101.1330837,"POLYGON ((-101.13424829030858 30.88232402668249, -101.13191910969144 30.88232402668249, -101.13191910969144 30.88432296288991, -101.13424829030858 30.88432296288991, -101.13424829030858 30.88232402668249))","[{'bbox': 'POLYGON ((-101.1335728279296120 30.8828037713722701, -101.1335728279296120 30.8827717883929509, -101.1336100948194741 30.8827717883929509, -101.1336100948194741 30.8828037713722701, -101.1335728279296120 30.8828037713722701))'}, {'bbox': 'POLYGON ((-101.1335635112071429 30.8828437500964199, -101.1335635112071429 30.8828117671171007, -101.1336007780970192 30.8828117671171007, -101.1336007780970192 30.8828437500964199, -101.1335635112071429 30.8828437500964199))'}]","[{'bbox': [140.288, 389.12, 148.48, 397.312], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [142.336, 378.88, 150.528, 387.072], 'bbox_mode': 0, 'category_id': 0}]"
373,valid,permian,label_crowdsource,30.97716429477708,-101.2819914,"POLYGON ((-101.28315599030857 30.976165807066675, -101.28082680969143 30.976165807066675, -101.28082680969143 30.97816278248747, -101.28315599030857 30.97816278248747, -101.28315599030857 30.976165807066675))",[],[]
374,train,permian,label_crowdsource,31.03090149477186,-101.089597,"POLYGON ((-101.09076159030855 31.02990356968223, -101.08843240969142 31.02990356968223, -101.08843240969142 31.031899419861485, -101.09076159030855 31.031899419861485, -101.09076159030855 31.02990356968223))",[],[]
375,test,permian,label_crowdsource,31.22234979475344,-101.25850359999998,"POLYGON ((-101.25966819030855 31.221353881231195, -101.25733900969142 31.221353881231195, -101.25733900969142 31.223345708275687, -101.25966819030855 31.223345708275687, -101.25966819030855 31.221353881231195))",[],[]
376,train,permian,label_crowdsource,31.266165494749256,-101.8572935,"POLYGON ((-101.85845809030855 31.2651700431676, -101.85612890969144 31.2651700431676, -101.85612890969144 31.26716094633091, -101.85845809030855 31.26716094633091, -101.85845809030855 31.2651700431676))",[],[]
